FOS10_ROS10 Corrected,FOS10_ROS11 Corrected,FOS10_ROS12 Corrected,FOS10_ROS13 Corrected,FOS10_ROS1 Corrected,FOS10_ROS2 Corrected,FOS10_ROS3 Corrected,FOS10_ROS4 Corrected,FOS10_ROS5 Corrected,FOS10_ROS6 Corrected,FOS10_ROS7 Corrected,FOS10_ROS8 Corrected,FOS10_ROS9 Corrected,FOS1_ROS10 Corrected,FOS1_ROS11 Corrected,FOS1_ROS12 Corrected,FOS1_ROS13 Corrected,FOS1_ROS1 Corrected,FOS1_ROS2 Corrected,FOS1_ROS3 Corrected,FOS1_ROS4 Corrected,FOS1_ROS5 Corrected,FOS1_ROS6 Corrected,FOS1_ROS7 Corrected,FOS1_ROS8 Corrected,FOS1_ROS9 Corrected,FOS2_ROS10 Corrected,FOS2_ROS11 Corrected,FOS2_ROS12 Corrected,FOS2_ROS13 Corrected,FOS2_ROS1 Corrected,FOS2_ROS2 Corrected,FOS2_ROS3 Corrected,FOS2_ROS4 Corrected,FOS2_ROS5 Corrected,FOS2_ROS6 Corrected,FOS2_ROS7 Corrected,FOS2_ROS8 Corrected,FOS2_ROS9 Corrected,FOS3_ROS10 Corrected,FOS3_ROS11 Corrected,FOS3_ROS12 Corrected,FOS3_ROS13 Corrected,FOS3_ROS1 Corrected,FOS3_ROS2 Corrected,FOS3_ROS3 Corrected,FOS3_ROS4 Corrected,FOS3_ROS5 Corrected,FOS3_ROS6 Corrected,FOS3_ROS7 Corrected,FOS3_ROS8 Corrected,FOS3_ROS9 Corrected,FOS4_ROS10 Corrected,FOS4_ROS11 Corrected,FOS4_ROS12 Corrected,FOS4_ROS13 Corrected,FOS4_ROS1 Corrected,FOS4_ROS2 Corrected,FOS4_ROS3 Corrected,FOS4_ROS4 Corrected,FOS4_ROS5 Corrected,FOS4_ROS6 Corrected,FOS4_ROS7 Corrected,FOS4_ROS8 Corrected,FOS4_ROS9 Corrected,FOS5_ROS10 Corrected,FOS5_ROS11 Corrected,FOS5_ROS12 Corrected,FOS5_ROS13 Corrected,FOS5_ROS1 Corrected,FOS5_ROS2 Corrected,FOS5_ROS3 Corrected,FOS5_ROS4 Corrected,FOS5_ROS5 Corrected,FOS5_ROS6 Corrected,FOS5_ROS7 Corrected,FOS5_ROS8 Corrected,FOS5_ROS9 Corrected,FOS6_ROS10 Corrected,FOS6_ROS11 Corrected,FOS6_ROS12 Corrected,FOS6_ROS13 Corrected,FOS6_ROS1 Corrected,FOS6_ROS2 Corrected,FOS6_ROS3 Corrected,FOS6_ROS4 Corrected,FOS6_ROS5 Corrected,FOS6_ROS6 Corrected,FOS6_ROS7 Corrected,FOS6_ROS8 Corrected,FOS6_ROS9 Corrected,FOS7_ROS10 Corrected,FOS7_ROS11 Corrected,FOS7_ROS12 Corrected,FOS7_ROS13 Corrected,FOS7_ROS1 Corrected,FOS7_ROS2 Corrected,FOS7_ROS3 Corrected,FOS7_ROS4 Corrected,FOS7_ROS5 Corrected,FOS7_ROS6 Corrected,FOS7_ROS7 Corrected,FOS7_ROS8 Corrected,FOS7_ROS9 Corrected,FOS8_ROS10 Corrected,FOS8_ROS11 Corrected,FOS8_ROS12 Corrected,FOS8_ROS13 Corrected,FOS8_ROS1 Corrected,FOS8_ROS2 Corrected,FOS8_ROS3 Corrected,FOS8_ROS4 Corrected,FOS8_ROS5 Corrected,FOS8_ROS6 Corrected,FOS8_ROS7 Corrected,FOS8_ROS8 Corrected,FOS8_ROS9 Corrected,FOS9_ROS10 Corrected,FOS9_ROS11 Corrected,FOS9_ROS12 Corrected,FOS9_ROS13 Corrected,FOS9_ROS1 Corrected,FOS9_ROS2 Corrected,FOS9_ROS3 Corrected,FOS9_ROS4 Corrected,FOS9_ROS5 Corrected,FOS9_ROS6 Corrected,FOS9_ROS7 Corrected,FOS9_ROS8 Corrected,FOS9_ROS9 Corrected
0,557,4,0,64,1,0,0,0,105,105,6,0,0,138,0,0,0,0,0,0,0,59,0,0,0,128,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,8,315,33,0,0,0,0,0,49,0,0,44,2,4,0,0,0,0,0,32,0,1,10,22,0,0,0,6,2,46,0,0,1,0,0,663,0,0,0,98,0,110,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,325,83,16,9,0,0,307,258,1,54,106,148,194,6,2,0,734,377,268,200,61,0,5,2648,1873,82
0,12315,19,0,2416,330,0,0,2,1040,3010,402,0,0,3240,0,0,0,0,0,0,6,1719,0,0,0,2045,0,0,0,0,0,4397,0,4,0,0,0,0,80,0,0,1229,3981,1621,221,41,0,0,0,2509,0,99,2976,903,359,200,134,25,0,8,1363,907,429,502,3465,764,177,5,103,29,2326,389,3,460,48,31,8513,0,52,33,7441,0,4734,1116,132,2,30,2,2620,0,0,24,3,0,1073,0,0,0,2,148,651,47,0,9239,6760,8366,7671,0,0,7342,8091,22,4035,9267,9177,6344,2399,24,0,8014,8201,11558,11970,9620,21,3366,10272,20969,4858
0,5705,6,0,2235,332,0,0,1,853,2539,405,0,0,2891,0,0,0,0,0,0,6,1541,0,0,0,1749,0,0,0,0,0,4011,0,2,0,0,0,0,54,0,0,1241,3704,1814,374,63,0,7,0,2691,0,55,2871,863,517,189,67,0,0,1,829,1013,390,365,3341,783,209,28,0,6,2333,337,6,254,35,59,7911,0,12,13,7979,0,4441,851,113,1,93,0,2378,0,0,28,4,0,1124,0,0,0,0,134,628,38,0,6691,6269,7387,6126,0,0,6590,6353,27,3129,8616,7444,4962,2043,0,0,7772,6650,11465,10512,9005,10,2471,9845,16854,4658
0,530,0,0,49,2,0,0,0,30,46,2,0,0,82,8,0,0,0,0,0,0,72,0,0,0,84,0,0,0,0,0,168,0,0,0,1,0,1,0,0,0,2,138,7,0,0,0,0,0,45,0,0,28,0,0,0,0,0,0,0,13,0,0,6,31,4,0,0,0,0,8,3,0,1,2,0,296,0,0,0,41,0,38,2,3,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87,38,20,17,0,0,101,38,0,45,94,3,121,22,0,3,404,78,224,117,81,0,5,915,1066,46
0,6941,134,0,3296,1052,0,0,0,318,4845,1117,0,0,1474,89,0,0,0,0,0,1,1002,0,0,0,1160,0,0,0,0,0,2285,92,0,0,0,0,91,0,0,0,62,484,86,7,0,0,0,0,80,0,0,67,4,0,0,0,0,1,0,55,0,0,0,102,0,0,0,0,14,92,15,0,1,4,0,1178,0,0,2,438,0,142,0,0,0,0,0,63,0,0,2,0,0,0,0,0,0,0,16,9,0,0,938,766,876,720,0,0,1005,1215,4,527,1092,1122,820,4134,29,0,2537,1156,1488,1675,1172,3,501,3948,6975,6683
0,17339,15,0,2626,347,0,0,3,1033,3205,435,0,0,3274,0,0,0,0,0,0,7,2060,0,0,0,2822,0,0,0,0,0,4704,0,1,0,0,0,0,53,0,0,1322,3982,1845,255,26,0,8,0,2689,0,145,3144,1097,492,332,165,4,0,1,1215,1238,527,439,3408,721,190,42,84,31,2398,314,4,408,22,32,9167,0,105,14,8521,0,4608,931,162,1,106,0,2722,0,0,42,0,0,1200,0,0,0,2,227,690,53,0,9070,7861,9034,9669,0,0,7995,8451,14,4361,9701,9438,6956,2964,29,0,8697,8451,11853,11037,9880,27,4420,10631,22462,5634
0,17371,7,0,2887,413,0,0,3,1337,4104,549,0,0,4118,0,0,0,0,0,0,5,2456,0,0,0,2873,0,0,0,0,0,5847,0,5,0,0,0,7,108,0,0,1324,5058,2007,272,33,2,0,0,3481,0,52,3856,1085,650,308,140,5,0,3,1359,1235,500,384,4468,817,251,0,59,42,2916,493,4,372,45,59,10059,0,47,42,9776,0,5854,1212,144,1,1,0,3157,0,0,53,4,0,1484,0,0,0,1,240,648,43,0,10874,8500,10531,9579,0,0,10033,10038,30,6003,10539,8097,8381,2824,9,0,10675,10169,15838,13123,11433,15,4664,13660,26807,6094
0,15237,0,0,2979,503,0,0,3,1128,3934,618,0,0,3456,0,0,0,0,0,0,8,1920,0,0,0,2413,0,0,0,0,0,4419,0,1,0,0,0,27,110,0,0,1218,4217,1873,292,53,1,4,0,2962,0,110,2955,898,479,272,144,22,3,5,1167,1112,514,342,3551,741,186,5,37,15,2478,335,3,293,32,42,8654,0,22,0,8549,0,4608,783,144,1,17,0,2896,0,0,39,0,0,1403,0,0,0,1,189,747,76,0,9111,7643,8726,8766,0,0,7855,7914,18,4759,8992,8357,6959,2991,22,0,8373,9335,13635,13181,12665,32,4862,10869,22094,6339
22,18752,24,0,2691,413,0,0,5,1072,4100,596,130,0,3019,1,0,0,0,0,0,4,2029,0,0,0,2573,0,0,0,0,0,4577,0,4,0,0,0,35,52,0,0,1107,3744,1682,317,54,1,1,0,2539,0,57,2683,916,350,220,74,16,0,5,1203,818,398,282,3404,572,280,0,59,49,2256,256,3,262,0,22,7540,0,0,5,7512,0,4477,824,76,3,4,9,2575,0,0,24,0,0,647,0,0,0,0,152,386,53,2,9294,7337,9676,9429,0,0,8466,9788,25,5199,9929,8566,6323,2749,33,0,8806,8321,13208,13598,12484,26,6423,10420,21835,5837
1,17281,10,0,2351,397,0,0,0,1137,3656,491,0,0,4099,0,0,0,0,0,0,4,2275,0,0,0,2661,0,0,0,0,0,4893,0,5,0,0,0,4,94,0,2,1432,4266,1845,338,57,0,24,0,2895,0,101,3311,983,414,302,109,33,0,5,1237,960,500,441,3771,730,208,28,35,17,2364,324,2,300,31,60,8830,0,49,16,9369,0,4880,901,102,3,0,0,2671,0,0,25,1,0,1098,0,0,0,0,193,481,45,0,8970,7770,9738,8928,0,0,8927,7785,28,5320,9940,8476,6778,2449,3,0,8937,9527,14614,14204,12436,33,4747,10805,23193,5440
0,8068,19,0,2859,458,0,0,2,1330,3867,598,0,0,4197,0,0,0,0,0,0,6,2099,0,0,0,2509,0,0,0,0,0,6094,23,4,0,0,0,97,103,0,3,1684,4577,2287,361,48,0,0,0,3342,0,150,3878,1419,571,402,146,14,0,8,1523,1291,588,367,4285,819,235,62,269,73,3065,382,1,562,13,200,9381,0,70,12,10167,0,5631,1329,154,3,39,3,3159,0,0,19,0,0,1635,0,0,0,1,198,768,72,0,8912,8058,9826,8836,0,0,8554,8777,18,4844,11392,10164,7600,2784,0,0,10047,10148,16473,13645,11715,23,4533,11926,21257,5829
4,14337,0,0,2256,307,0,0,3,892,3058,403,0,0,2731,0,0,0,0,0,0,4,1349,0,0,0,1953,0,0,0,0,0,3644,0,1,0,0,0,23,71,0,0,1254,3728,1642,236,26,1,0,0,2565,0,99,2987,1029,524,198,133,0,0,4,1166,1079,449,480,3156,832,239,0,22,127,2440,342,3,311,25,35,7897,0,12,2,7503,0,4332,1102,137,1,90,0,2330,0,0,26,7,0,923,0,0,0,0,143,684,56,0,8230,6863,9162,8370,0,0,7493,7064,23,4923,9666,8202,6044,2468,26,0,7931,7405,13953,11319,10362,22,4254,9740,20163,5445
0,227,0,0,45,7,0,0,1,26,81,15,0,0,54,0,0,0,0,0,0,0,26,0,0,0,20,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,1,0,0,106,0,0,0,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,60,50,0,15,76,56,38,70,0,0,247,28,0,0,0,0,23,712,533,153
8,16105,25,0,2706,592,73,0,4,1189,4115,552,0,0,3682,0,0,0,0,0,0,3,1849,0,0,0,2398,0,0,0,0,0,4524,0,2,0,0,0,0,73,0,0,1483,4495,1790,310,44,0,0,0,2818,0,85,3354,1130,503,375,121,3,0,2,1560,1040,514,392,3919,926,252,19,135,99,2750,380,3,254,30,56,9476,0,39,53,9841,0,5307,1125,152,1,151,30,2917,0,0,35,0,0,1748,0,0,0,0,200,782,76,0,9338,6689,8805,6854,0,0,9217,8300,28,4789,8223,8853,7010,2785,14,0,9529,9376,13659,11691,10518,23,4435,11844,21468,5924
1,9991,10,0,3550,588,0,0,2,1268,4381,643,0,0,3841,0,0,0,0,0,0,8,2158,0,0,0,2610,0,0,0,0,0,5488,0,5,0,0,0,0,67,0,0,1559,4977,2236,346,53,2,0,0,3482,0,169,4159,1321,786,356,124,5,0,3,1271,1259,665,702,4606,1036,242,0,152,86,3110,377,5,397,39,45,10324,0,47,1,10198,0,5470,1028,149,2,0,0,3217,0,0,49,4,0,1576,0,0,0,2,212,906,46,0,10665,8704,10570,9776,0,0,9331,10005,25,5009,11647,10596,8333,3484,8,0,9957,9696,15773,15508,14304,22,4791,12387,24110,7437
287,23307,0,0,4238,828,0,0,5,1642,6062,968,98,0,5303,173,0,0,0,0,0,6,2982,0,0,0,3619,0,0,0,0,0,7174,0,4,0,0,0,1,161,0,0,2020,5849,3016,527,120,0,10,0,4425,0,299,5321,2065,1351,439,236,75,0,7,2249,1891,1237,1047,6278,1680,705,78,425,171,3838,650,4,781,95,313,12749,0,120,13,13320,0,8400,2330,333,5,48,0,4343,0,0,65,3,0,2898,0,0,0,2,253,1191,129,0,15122,12118,14974,14731,0,0,13870,13998,43,8274,15577,13814,10196,5008,52,0,12662,13950,22426,20819,19656,42,8562,13951,31233,8886
0,209,5,0,249,38,0,0,0,103,203,36,0,0,189,0,0,0,0,0,0,0,144,0,0,0,86,0,0,0,0,0,139,3,0,0,0,0,0,0,0,0,0,130,22,0,0,0,1,0,5,1,0,44,0,4,0,0,0,0,0,9,7,0,1,22,0,0,0,0,0,12,1,1,0,0,0,354,0,0,0,142,0,50,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,1,364,242,291,121,0,0,172,167,1,120,144,69,228,84,0,0,693,175,310,352,91,0,32,1596,1600,346
2,404,7,0,48,2,0,0,0,84,51,0,0,0,339,0,0,0,0,0,0,0,122,2,0,0,197,0,0,0,0,0,435,12,0,1,0,0,8,1,1,0,6,367,34,1,0,0,0,0,76,0,0,64,5,0,0,0,0,0,0,33,4,0,0,71,1,0,0,0,0,47,0,0,0,2,0,735,0,0,0,58,0,69,6,0,0,0,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,313,57,28,23,0,0,174,130,0,44,1,0,266,5,0,1,688,361,232,94,14,1,7,2703,1451,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,12,0,268,41,0,0,1,126,413,51,0,0,176,0,0,0,0,0,0,0,122,0,0,0,162,0,0,0,0,0,293,61,0,0,0,0,0,0,0,0,10,155,33,6,0,1,0,0,32,0,0,26,4,24,0,0,0,0,0,14,0,0,0,30,0,0,0,23,31,40,2,0,0,0,0,483,0,0,0,142,0,59,8,0,0,1,0,78,0,0,1,0,0,0,0,0,0,0,10,0,0,0,334,352,479,405,0,0,299,268,1,198,272,199,285,228,0,0,980,204,577,323,197,1,64,2001,2369,592
7512,4244,24482,288506,0,2976,10640,0,24,315,18607,0,7248,6724652,13603,108933,2098045,59271,3400553,9400198,6673226,6708,27313,180596,3881659,8728730,13270,803151,6056815,5314608,6033716,6515255,26832,123974,1613,0,5159143,6156382,113798,11423,0,5520,19415,6671,28070,14820,7053,22,4037,7757,40045,0,0,18824,3336,0,0,16623,7097,2054,29,6604,3787,0,0,16134,5897,1973,0,0,0,9294,0,11,1345,0,0,45694,0,725,0,12577,0,20573,2798,0,11,1145,0,8725,0,0,0,0,0,7086,0,0,0,0,332,8105,132,0,0,0,0,0,0,0,225,0,0,494,0,0,0,476,6445,1064,0,0,0,0,0,0,61,15324,0,18942
22,302,577,327,697,272,86,0,0,13,989,175,79,0,640,196,1033,432,3383,33,0,2,239,1485,297,0,460,2,0,0,2,0,844,159,0,0,0,1,212,0,0,0,0,25,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,24,0,0,0,0,0,10,0,0,0,0,1,18,292,45,11,176,0,0,0,0,0,1,889,423,1196
2601725,59215,2706173,1898378,1895627,4107295,4732397,0,3883,5271,2575750,2751697,6967574,0,113740,3178471,3279733,2824582,596543,0,0,488,42872,3473511,26359,0,126358,5326492,104877,0,282839,0,251648,3106521,248,5359,122954,415781,3158622,46835,0,31559,47950,18561,71235,56587,37214,114,17887,49194,101134,0,66596,55212,37567,36353,20423,70768,55934,35210,144,28699,43047,48101,90242,68354,99832,257960,131350,0,26523,41984,13383,102,25000,274,21323,101952,0,366735,403544,77139,409691,86350,119076,115589,1052,300092,222530,49235,0,19628,0,0,4340,899112,1705,1825,11394,10,2348,498901,1504658,2226338,178151,188968,348145,459011,1453605,4432232,114678,222344,1517,171064,439668,583692,81297,2933958,5300350,5006084,34314,93223,257284,338976,380852,1188,237407,55553,114593,2180472
18229,14979,16671,80348,14851,9823,18894,0,19,347,22196,6662,12024,0,15952,6171,17641,7562,193369,2238,0,63,12199,21309,53549,269,11002,1642,1122,0,74,0,27165,7215,19,0,0,0,5360,6461,0,2109,14036,23250,20533,9634,4006,10,1166,2102,31513,0,5801,19582,12613,8589,10108,7921,3572,1427,33,10328,10690,8411,10470,24032,22176,38910,11638,5090,3954,16905,4609,27,6727,722,3227,47101,0,27181,18823,33313,20322,30041,27334,15730,112,24604,11950,16622,0,254,0,244,267,140991,0,0,237,1,753,80069,84464,56065,4208,1342,841,294,56461,121887,9325,4979,29,1177,749,28,7457,8664,9786,14464,3039,9870,4629,2481,1092,4,135,21475,6697,24922
2354816,7560,1192837,1997418,960801,1866504,3000158,0,2489,2693,1071811,1265377,2493929,0,61464,1186467,1826796,1463649,657524,0,0,265,21867,1452267,36827,0,39802,94809,962,0,4233,0,124926,1192959,93,2339,17448,17138,864563,25796,0,13925,30804,21566,47004,33052,19978,69,7853,22106,66398,0,23947,35975,20266,17087,15538,38495,26285,15908,74,15056,23524,22799,37304,43152,52267,121892,52706,0,8899,28304,8198,58,11547,261,8335,71467,0,146175,143888,54335,141783,53226,59866,51290,343,97867,71038,31701,0,4900,0,0,1310,496636,468,0,3528,6,1269,276227,603223,635111,77824,88165,122646,133945,536472,1643295,64406,107877,597,64813,160999,180871,49687,1336522,2682564,3218341,25089,51057,122568,148314,142913,431,66869,32386,55869,1183317
1754738,9752,307468,1466753,405974,572691,1548901,0,1212,1754,451053,348330,1165026,0,19237,108903,575139,240552,583000,59172,0,217,13158,275969,97008,0,17455,147038,25225,0,20637,0,44742,157085,27,304,7833,1314,146557,16146,0,7161,27550,32683,42489,25176,13313,29,4620,10678,58081,0,7226,32543,16437,8873,17772,24841,13763,7079,55,13591,14994,10693,13011,33995,32091,57845,18741,181,3259,25424,6411,37,7119,409,3092,76846,0,51890,36588,45961,33750,45427,39673,23363,132,32900,16210,26987,0,649,0,268,299,277121,80,0,637,5,922,149517,235098,198878,38255,27063,28837,22469,154746,382281,44938,52597,155,20515,33999,30695,35882,361683,714281,1125399,18237,42463,57211,52519,34376,124,11944,29989,31489,445396
460704,8701,39037,434528,87743,90169,289973,0,239,604,90012,49271,147857,6967,5299,8588,56370,11941,243084,155656,9401,176,4746,31017,117046,39282,3643,14549,137857,107944,49072,44083,11259,10847,25,0,14716,30033,8960,4148,0,975,11948,19400,17967,8372,3272,14,941,1550,25658,0,596,14217,5868,2511,6997,6239,2731,1169,12,5179,4706,2799,2222,14470,9852,12172,2864,0,336,11205,2278,16,1580,106,243,41871,0,7044,3612,22038,3189,19363,11248,4775,21,4248,1474,11688,0,0,0,99,0,74458,0,0,0,3,416,43632,41970,18016,9845,5200,3033,1836,15885,26494,17709,12861,32,3444,4127,2726,13367,52027,79367,178070,7465,17728,15137,9575,3834,17,1126,18124,12764,87722
0,49,898,0,2407,938,16,0,0,68,1972,869,0,2,1825,9893,55,2964,0,0,0,2,725,3681,0,0,977,13,0,0,0,0,1991,5144,1,10,13,0,7011,0,0,0,29,143,3,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,317,0,0,0,13,0,24,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,0,0,91,46,29,4,0,0,192,83,0,8,44,15,102,1716,38,0,428,92,123,0,50,0,20,2132,1387,4203
0,11447,83,0,2495,399,0,0,2,845,3638,561,0,0,2561,0,0,0,0,0,0,9,1554,31,0,0,1711,0,0,0,0,0,3220,0,4,0,0,0,3,2,0,0,574,2150,703,87,0,0,0,0,1130,0,15,1394,333,86,34,14,1,0,0,549,273,115,18,1650,267,35,3,0,0,1205,101,0,51,3,0,4517,0,0,2,4901,0,1872,222,9,1,0,0,1114,0,0,12,2,0,549,0,0,0,0,95,218,14,0,5079,3995,4458,4588,0,0,4843,4828,13,2532,4806,5058,3145,2649,40,0,6494,4478,7977,6558,6210,11,2473,8024,15346,5340
1,1200,0,0,232,42,0,0,0,99,206,28,0,0,160,0,0,0,0,0,0,0,116,0,0,0,170,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,23,108,8,0,0,0,0,0,15,0,0,15,7,0,0,0,0,0,0,21,0,0,0,24,0,0,0,0,0,8,0,0,0,1,0,316,1,0,0,87,0,36,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,227,196,166,84,0,0,200,216,0,105,483,119,198,64,0,0,766,232,318,326,195,0,111,1696,1761,216
0,1711,6,0,76,7,0,0,0,219,35,3,0,0,496,0,0,0,0,0,0,0,183,0,0,0,380,0,0,0,0,0,725,0,0,0,0,0,6,9,0,0,181,1014,243,33,1,0,0,0,425,0,0,495,125,66,56,13,0,0,3,197,104,58,25,664,12,0,0,65,0,348,23,1,45,0,0,2389,0,0,0,596,0,762,15,0,0,0,0,332,0,0,0,1,0,34,0,0,0,0,12,12,0,0,1869,955,1552,644,0,0,1653,1578,2,757,1211,772,1323,53,0,0,1694,2116,2116,1778,1481,1,491,3978,4079,124
0,1074,0,0,315,26,0,0,0,79,238,27,1,0,95,0,0,0,0,0,0,0,89,31,0,0,134,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,15,214,25,0,0,0,0,0,33,2,0,25,0,0,0,1,0,0,0,0,0,0,0,32,1,0,0,0,0,20,2,0,0,0,0,435,0,0,0,138,0,23,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,237,228,215,225,0,0,229,421,0,272,835,544,303,115,4,1,1091,482,572,440,270,2,206,1872,2085,388
1,83,0,0,33,1,0,0,0,8,27,6,0,0,0,0,1,0,0,0,0,0,6,1,0,0,17,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,33,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,35,1,0,0,2,2,0,8,0,2,23,18,0,0,71,23,32,18,0,0,4,401,265,75
0,450,0,0,190,25,0,0,0,68,200,33,0,0,93,0,0,0,0,0,0,0,80,0,0,0,99,1,0,0,0,0,182,0,1,0,0,0,0,0,0,0,5,147,29,2,0,0,0,0,23,0,0,18,12,0,0,0,0,0,0,11,5,0,1,40,0,0,0,0,0,19,0,0,0,1,0,423,1,0,0,126,0,28,12,0,0,0,0,8,0,0,2,0,2,0,0,0,2,0,0,0,0,0,90,272,138,148,0,0,214,267,1,72,202,126,242,99,1,0,761,234,446,357,353,0,40,1490,1702,299
5,19187,0,0,2931,430,0,0,5,1102,3740,507,0,0,3693,0,0,0,0,0,0,8,2100,0,0,0,3041,0,0,0,0,0,5101,0,1,0,0,0,37,79,0,0,1394,4709,2226,286,93,0,15,0,3221,0,158,3275,1031,492,321,119,35,6,9,1519,975,531,401,3788,814,384,86,51,65,2488,313,4,515,50,44,9426,0,56,13,9504,60,5200,1402,231,4,103,7,3190,0,0,35,5,0,1634,0,0,0,0,213,946,53,0,8962,6033,6462,4919,0,0,8695,7990,20,3885,6371,5317,7306,2523,33,0,8990,9021,13202,11085,7911,17,2758,11126,22370,5609
0,447,5,0,302,107,0,0,0,27,691,138,0,0,173,13,0,0,0,0,0,0,165,0,0,0,114,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,11,55,1,1,0,0,0,0,12,0,0,5,1,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,14,0,0,1,1,0,144,0,0,0,74,0,61,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,145,152,248,148,0,0,73,90,0,28,180,136,150,422,0,0,260,96,160,197,256,0,126,457,751,784
0,640,0,0,80,8,0,0,0,55,134,1,0,0,111,0,1,0,0,0,0,3,142,0,0,0,128,0,0,0,0,0,120,21,0,0,1,0,0,7,0,0,0,88,4,13,7,0,0,0,18,0,0,2,4,0,0,0,1,0,0,5,3,0,0,16,0,0,0,0,0,0,1,0,0,0,0,155,0,0,1,45,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,180,63,124,106,0,0,162,165,2,169,165,375,45,14,0,0,585,170,41,118,179,0,39,1358,1240,104
0,857,0,0,112,9,0,1,1,83,177,19,0,0,122,0,0,0,0,0,0,0,16,0,0,0,93,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,132,35,6,5,0,2,1,13,0,0,20,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1,5,11,244,0,0,0,12,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,104,86,74,104,0,0,278,97,1,51,227,171,171,128,3,0,484,210,155,65,79,0,12,1456,1524,207
1,264,0,0,0,0,0,0,0,25,49,1,0,0,39,1,0,0,0,0,0,0,57,0,0,0,33,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,2,41,4,1,2,0,1,12,9,0,0,23,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,1,0,130,0,41,49,6,0,20,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,73,114,38,0,0,53,53,0,39,22,83,57,28,0,0,244,142,426,332,351,0,170,903,692,91
0,5793,1,0,2699,434,0,0,5,907,2840,477,0,0,3092,31,0,0,0,0,0,11,2024,0,0,0,2093,0,0,0,0,0,3916,0,2,1,0,0,0,68,0,1,990,3828,1507,187,46,0,0,0,2341,0,72,2067,549,296,208,100,6,0,4,1105,530,270,157,2418,220,42,0,60,43,1893,154,0,153,0,0,8257,0,19,0,4829,0,3166,352,37,2,4,8,1804,0,0,23,2,0,563,0,0,1,2,103,230,7,0,6614,5493,6731,5284,0,0,6213,6400,27,3390,5679,4273,5317,2381,0,0,7365,7338,8881,8164,5787,18,2357,9925,16994,5280
1,488,0,0,169,7,0,0,0,114,180,9,0,0,224,0,0,0,0,0,0,0,86,0,0,0,88,0,0,0,0,1,190,0,0,0,0,0,0,0,0,0,6,173,26,0,0,0,0,0,58,0,0,67,5,0,0,0,0,0,0,5,2,0,0,12,0,0,0,0,0,31,0,0,4,0,1,499,0,0,0,90,0,55,0,0,0,3,0,26,0,1,0,0,0,0,0,0,0,0,6,0,0,0,606,538,628,805,0,0,369,436,1,226,597,640,630,46,0,2,1335,928,1127,463,621,0,239,1955,2825,234
